loyalty_card_num,lifestage,premium_customer
200074,new families,mainstream
200075,young singles / couples,mainstream
200077,young singles / couples,mainstream
200078,new families,premium
200079,young singles / couples,budget
200080,midage singles / couples,budget
200081,older singles / couples,mainstream
200082,new families,premium
200083,retirees,budget
200085,retirees,mainstream
200086,midage singles / couples,mainstream
200088,older singles / couples,budget
200090,young singles / couples,mainstream
200092,retirees,premium
200093,young singles / couples,mainstream
200094,retirees,budget
200095,young families,premium
200096,older families,mainstream
200097,older singles / couples,premium
200099,young families,mainstream
200100,new families,mainstream
200102,young singles / couples,mainstream
200103,young families,budget
200104,retirees,budget
200105,young singles / couples,mainstream
200106,older singles / couples,mainstream
200107,older singles / couples,premium
200108,young families,premium
200109,older families,budget
200111,young families,premium
200113,older singles / couples,budget
200114,retirees,premium
200115,older singles / couples,budget
200117,older singles / couples,budget
200118,older families,budget
200120,young singles / couples,mainstream
200123,retirees,mainstream
200124,young singles / couples,mainstream
200125,young singles / couples,premium
200126,new families,premium
200127,older singles / couples,budget
200129,older singles / couples,premium
200130,young singles / couples,premium
200131,midage singles / couples,mainstream
200132,young singles / couples,mainstream
200133,retirees,mainstream
200134,retirees,budget
200135,older singles / couples,budget
200136,retirees,premium
200137,retirees,premium
200138,retirees,budget
200139,retirees,budget
200140,young singles / couples,budget
200141,retirees,premium
200142,older singles / couples,premium
200143,retirees,budget
200144,older families,budget
200147,older singles / couples,premium
200149,young families,budget
200150,older singles / couples,premium
200151,young singles / couples,mainstream
200153,older families,premium
200154,young families,budget
200155,retirees,mainstream
200156,retirees,mainstream
200157,older singles / couples,premium
200158,older families,mainstream
200159,new families,mainstream
200160,young families,mainstream
200161,young singles / couples,mainstream
200162,midage singles / couples,budget
200163,retirees,mainstream
200164,midage singles / couples,premium
200165,older singles / couples,budget
200166,older singles / couples,budget
200167,older families,mainstream
200168,older families,budget
200169,young families,budget
200170,young singles / couples,mainstream
200171,older families,mainstream
200172,new families,budget
200174,young families,premium
200175,older singles / couples,premium
200179,new families,premium
200181,older singles / couples,budget
200182,new families,budget
200183,new families,budget
200184,young singles / couples,premium
200185,young singles / couples,mainstream
200186,young families,mainstream
200187,older singles / couples,mainstream
200188,young singles / couples,mainstream
200189,retirees,budget
200190,older singles / couples,mainstream
200191,older singles / couples,premium
200192,retirees,mainstream
200193,older singles / couples,premium
200194,midage singles / couples,mainstream
200196,young singles / couples,mainstream
200197,midage singles / couples,budget
200200,retirees,mainstream
200201,retirees,mainstream
200202,young singles / couples,budget
200204,young singles / couples,mainstream
200205,older singles / couples,budget
200206,older families,budget
200207,retirees,mainstream
200208,young singles / couples,mainstream
200209,young singles / couples,mainstream
200210,older singles / couples,mainstream
200211,young families,budget
200212,young families,premium
200213,midage singles / couples,premium
200214,young singles / couples,mainstream
200215,young singles / couples,mainstream
200216,older families,premium
200217,older singles / couples,mainstream
200218,young singles / couples,mainstream
200219,young singles / couples,mainstream
200220,midage singles / couples,budget
200221,young singles / couples,mainstream
200222,young singles / couples,mainstream
200223,retirees,budget
200224,older families,mainstream
200225,retirees,budget
200226,older singles / couples,mainstream
200227,older singles / couples,budget
200228,midage singles / couples,premium
200229,older singles / couples,mainstream
200230,older singles / couples,mainstream
200231,young singles / couples,mainstream
200232,midage singles / couples,premium
200233,retirees,mainstream
200234,midage singles / couples,mainstream
200235,new families,budget
200236,older families,premium
200237,young families,budget
200238,older singles / couples,premium
200239,young singles / couples,premium
200240,older families,budget
200241,older families,premium
200242,retirees,mainstream
200243,midage singles / couples,premium
200245,retirees,budget
200247,young singles / couples,mainstream
200248,young singles / couples,premium
200249,retirees,mainstream
200250,midage singles / couples,mainstream
200251,older singles / couples,premium
200253,young singles / couples,premium
200255,young singles / couples,budget
200256,young singles / couples,budget
200257,new families,premium
200258,young singles / couples,mainstream
200259,young families,budget
200260,young singles / couples,mainstream
200263,young singles / couples,budget
200264,retirees,premium
200265,midage singles / couples,mainstream
200266,young families,budget
200267,retirees,budget
200268,young singles / couples,budget
200269,midage singles / couples,mainstream
200271,young families,premium
200275,older singles / couples,budget
200276,retirees,mainstream
200278,older families,premium
200280,midage singles / couples,premium
200281,young singles / couples,premium
200282,midage singles / couples,mainstream
200283,older singles / couples,mainstream
200285,older singles / couples,premium
200286,older families,premium
200287,older singles / couples,mainstream
200288,midage singles / couples,premium
200289,retirees,premium
200290,young singles / couples,mainstream
200291,older families,mainstream
200292,older singles / couples,mainstream
200293,young families,budget
200294,retirees,premium
200297,older families,budget
200300,retirees,mainstream
200301,young singles / couples,mainstream
200302,retirees,budget
200303,older families,budget
200305,midage singles / couples,premium
200306,older singles / couples,premium
200307,retirees,mainstream
200308,young families,budget
200310,retirees,budget
200311,older families,budget
200312,older singles / couples,budget
200313,retirees,premium
200314,midage singles / couples,premium
200315,young singles / couples,mainstream
200316,retirees,budget
200317,young singles / couples,mainstream
200318,young singles / couples,mainstream
200319,older families,mainstream
200320,retirees,mainstream
200321,older singles / couples,mainstream
200322,young singles / couples,premium
200325,retirees,budget
200326,young singles / couples,budget
200329,young singles / couples,mainstream
200330,retirees,mainstream
200331,young families,budget
200332,older families,budget
200333,young families,budget
200334,older singles / couples,mainstream
200335,new families,mainstream
200336,older singles / couples,budget
200338,young families,budget
200339,older singles / couples,mainstream
200340,young families,budget
200341,young families,mainstream
200342,midage singles / couples,mainstream
200343,young singles / couples,mainstream
200344,young singles / couples,premium
200346,young families,mainstream
200347,older singles / couples,premium
200348,older families,premium
200349,retirees,premium
200350,midage singles / couples,premium
200351,older families,budget
200352,retirees,premium
200353,new families,budget
200354,young singles / couples,budget
200355,young singles / couples,budget
200357,young singles / couples,mainstream
200358,young families,premium
200361,young singles / couples,mainstream
200362,retirees,mainstream
200364,older singles / couples,premium
200366,retirees,mainstream
200367,older families,budget
200368,young families,budget
200369,young singles / couples,mainstream
200370,older singles / couples,premium
200371,new families,mainstream
200372,young singles / couples,mainstream
200373,older families,budget
200374,young families,mainstream
200375,midage singles / couples,mainstream
200378,young families,budget
200381,older families,mainstream
200382,retirees,budget
200383,older singles / couples,mainstream
200384,retirees,premium
200386,young singles / couples,mainstream
200387,older singles / couples,mainstream
200388,retirees,mainstream
201000,older singles / couples,mainstream
201001,young families,budget
201002,older singles / couples,premium
201003,older singles / couples,budget
201004,older singles / couples,mainstream
201005,older families,budget
201006,older singles / couples,budget
201007,older singles / couples,budget
201008,older families,premium
201010,older families,budget
201011,retirees,mainstream
201012,young families,budget
201013,new families,mainstream
201014,young singles / couples,mainstream
201015,older singles / couples,budget
201016,older singles / couples,mainstream
201017,older families,mainstream
201018,young families,premium
201019,older singles / couples,premium
201020,older singles / couples,mainstream
201021,midage singles / couples,premium
201022,older singles / couples,premium
201023,older families,mainstream
201024,young singles / couples,premium
201025,older singles / couples,mainstream
201026,young singles / couples,budget
201027,young families,premium
201028,retirees,mainstream
201029,older singles / couples,premium
201030,young families,budget
201031,new families,premium
201032,young families,premium
201033,older singles / couples,premium
201034,retirees,budget
201035,young families,budget
201036,young families,budget
201037,young singles / couples,budget
201038,young families,premium
201039,older singles / couples,mainstream
201040,young singles / couples,mainstream
201041,midage singles / couples,premium
201042,retirees,budget
201043,young singles / couples,mainstream
201044,midage singles / couples,mainstream
201045,young families,premium
201046,retirees,mainstream
201047,midage singles / couples,premium
201048,retirees,budget
201049,retirees,mainstream
201050,retirees,premium
201051,older singles / couples,budget
201052,young families,mainstream
201053,young families,mainstream
201054,older singles / couples,premium
201055,older singles / couples,budget
201056,young singles / couples,mainstream
201057,retirees,mainstream
201058,young singles / couples,premium
201059,young families,budget
201060,young families,premium
201061,young families,premium
201062,older singles / couples,mainstream
201063,older singles / couples,premium
201064,retirees,mainstream
201065,young families,budget
201066,retirees,mainstream
201067,older singles / couples,budget
201068,young singles / couples,budget
201069,older singles / couples,budget
201070,older singles / couples,mainstream
201071,midage singles / couples,premium
201072,young singles / couples,mainstream
201073,older singles / couples,budget
201074,older singles / couples,premium
201075,retirees,mainstream
201076,young singles / couples,mainstream
201077,new families,budget
201078,young families,budget
201079,older singles / couples,premium
201080,new families,budget
201081,midage singles / couples,mainstream
201082,retirees,mainstream
201083,older singles / couples,budget
201084,older singles / couples,premium
201085,midage singles / couples,mainstream
201086,young singles / couples,mainstream
201088,young families,premium
201089,retirees,mainstream
201090,new families,budget
201091,young singles / couples,mainstream
201092,older singles / couples,premium
201093,retirees,premium
201094,young families,budget
201095,retirees,mainstream
201096,older singles / couples,budget
201097,retirees,mainstream
201098,older families,budget
201099,young families,premium
201100,young singles / couples,premium
201101,midage singles / couples,premium
201102,young singles / couples,budget
201103,young families,mainstream
201104,midage singles / couples,premium
201105,retirees,premium
201106,midage singles / couples,mainstream
201107,older singles / couples,budget
201108,older singles / couples,budget
201109,retirees,premium
201110,midage singles / couples,mainstream
201111,older singles / couples,budget
201112,midage singles / couples,premium
201113,new families,premium
201114,retirees,budget
201115,retirees,premium
201116,midage singles / couples,budget
201117,retirees,budget
201118,older singles / couples,mainstream
201119,retirees,premium
201120,young families,premium
201121,midage singles / couples,mainstream
201122,older singles / couples,budget
201123,midage singles / couples,mainstream
201124,older singles / couples,budget
201125,midage singles / couples,mainstream
201126,retirees,budget
201127,older singles / couples,budget
201128,young singles / couples,mainstream
201129,new families,mainstream
201130,young families,mainstream
201131,older families,mainstream
201132,young singles / couples,mainstream
201133,midage singles / couples,mainstream
201134,young families,budget
201135,retirees,mainstream
201136,older families,mainstream
201137,midage singles / couples,mainstream
201138,retirees,mainstream
201139,retirees,premium
201140,young singles / couples,mainstream
201141,young families,premium
201142,retirees,mainstream
201143,retirees,premium
201144,older singles / couples,budget
201145,older singles / couples,budget
201146,older families,budget
201147,older singles / couples,premium
201148,young singles / couples,mainstream
201149,older singles / couples,budget
201150,young singles / couples,mainstream
201151,young families,mainstream
201152,retirees,budget
201153,young families,budget
201154,midage singles / couples,mainstream
201155,older singles / couples,premium
201156,older families,mainstream
201157,young singles / couples,mainstream
201158,midage singles / couples,budget
201159,older families,mainstream
201160,older singles / couples,premium
201161,retirees,budget
201162,midage singles / couples,mainstream
201163,retirees,mainstream
201164,older singles / couples,budget
201165,older families,premium
201166,older singles / couples,premium
201167,older families,budget
201168,retirees,mainstream
201169,young singles / couples,mainstream
201170,retirees,premium
201171,young singles / couples,mainstream
201172,retirees,budget
201173,new families,premium
201174,older singles / couples,mainstream
201175,older families,premium
201176,older singles / couples,mainstream
201177,older singles / couples,premium
201178,young families,budget
201179,young singles / couples,mainstream
201180,older singles / couples,mainstream
201181,young singles / couples,mainstream
201182,retirees,mainstream
201183,retirees,mainstream
201184,older singles / couples,premium
201185,young singles / couples,mainstream
201186,young families,budget
201187,older singles / couples,premium
201188,new families,budget
201189,retirees,mainstream
201190,young families,budget
201191,midage singles / couples,mainstream
201192,young singles / couples,mainstream
201193,midage singles / couples,budget
201194,older singles / couples,premium
201195,young families,budget
201196,older singles / couples,budget
201197,retirees,budget
201198,retirees,mainstream
201199,midage singles / couples,premium
201200,older singles / couples,budget
201201,retirees,budget
201202,midage singles / couples,premium
201203,retirees,mainstream
201204,older singles / couples,mainstream
201205,older singles / couples,mainstream
201206,young families,mainstream
201207,older singles / couples,premium
201208,older families,mainstream
201209,midage singles / couples,premium
201210,retirees,premium
201211,retirees,mainstream
201212,older singles / couples,premium
201213,young families,mainstream
201214,midage singles / couples,budget
201215,older families,budget
201216,older singles / couples,premium
201217,older singles / couples,budget
201218,young singles / couples,premium
201219,young families,budget
201220,older singles / couples,mainstream
201221,retirees,mainstream
201222,midage singles / couples,mainstream
201223,older singles / couples,budget
201224,older families,mainstream
201225,midage singles / couples,mainstream
201226,older singles / couples,premium
201227,midage singles / couples,budget
201228,young families,budget
201229,young families,mainstream
201230,retirees,mainstream
201231,older singles / couples,mainstream
201232,retirees,mainstream
201233,retirees,premium
201234,young singles / couples,premium
201235,older families,budget
201236,young families,budget
201237,young singles / couples,mainstream
201238,older families,budget
201239,older families,budget
201240,retirees,budget
201241,midage singles / couples,mainstream
201242,retirees,premium
201243,retirees,budget
201244,retirees,mainstream
201245,young singles / couples,premium
201246,older singles / couples,budget
201247,young families,budget
201248,older families,budget
201249,retirees,premium
201250,retirees,mainstream
201251,older families,mainstream
201252,young singles / couples,mainstream
201253,young families,budget
201254,retirees,mainstream
201255,older singles / couples,mainstream
201256,midage singles / couples,premium
201257,older families,budget
201258,midage singles / couples,mainstream
201259,older families,budget
201260,older singles / couples,premium
201261,retirees,mainstream
201262,older singles / couples,budget
201263,older families,mainstream
201264,midage singles / couples,premium
201265,retirees,mainstream
201266,retirees,budget
201267,new families,budget
201268,young singles / couples,mainstream
201269,retirees,mainstream
201270,young singles / couples,mainstream
201271,young singles / couples,mainstream
201272,retirees,mainstream
201273,older singles / couples,premium
201274,young families,budget
201275,retirees,mainstream
201276,young families,premium
201277,older singles / couples,premium
201278,young singles / couples,budget
201279,retirees,premium
201280,young families,mainstream
201281,older families,mainstream
201282,young singles / couples,mainstream
201283,older families,budget
201284,older families,mainstream
201285,midage singles / couples,mainstream
201286,retirees,premium
201287,older singles / couples,premium
201288,older families,budget
201289,older families,mainstream
201290,young singles / couples,mainstream
201291,young singles / couples,budget
201292,retirees,budget
201293,older singles / couples,mainstream
201294,older singles / couples,premium
201295,young singles / couples,premium
201296,retirees,mainstream
201297,young families,budget
201298,midage singles / couples,mainstream
201299,midage singles / couples,mainstream
201300,young singles / couples,budget
201301,young singles / couples,mainstream
201302,new families,premium
201303,midage singles / couples,mainstream
201304,older families,budget
201305,older singles / couples,budget
201306,young families,mainstream
201307,midage singles / couples,premium
201308,older singles / couples,premium
201309,older singles / couples,premium
201310,retirees,mainstream
201311,older singles / couples,premium
201312,midage singles / couples,premium
201313,midage singles / couples,premium
201314,retirees,mainstream
201315,older families,premium
201316,retirees,mainstream
201317,older families,mainstream
201318,young singles / couples,premium
201319,young singles / couples,budget
201320,older families,premium
201321,retirees,mainstream
201322,young families,premium
201323,older singles / couples,premium
201324,retirees,mainstream
201325,older singles / couples,budget
201326,young families,premium
201327,older singles / couples,budget
201328,midage singles / couples,budget
201329,older singles / couples,mainstream
201330,older families,mainstream
201331,older singles / couples,budget
201332,retirees,mainstream
201333,midage singles / couples,mainstream
201334,older families,mainstream
201335,young singles / couples,mainstream
201336,older singles / couples,budget
201337,older singles / couples,premium
201338,young families,budget
201339,midage singles / couples,mainstream
201340,older families,mainstream
201341,midage singles / couples,mainstream
201342,midage singles / couples,mainstream
201343,midage singles / couples,mainstream
201344,young singles / couples,budget
201345,retirees,budget
201346,young families,mainstream
201347,retirees,budget
201348,older singles / couples,budget
201349,older singles / couples,budget
201350,young families,mainstream
201351,young singles / couples,premium
201352,young families,premium
201354,young singles / couples,mainstream
201355,retirees,budget
201356,midage singles / couples,premium
201357,young singles / couples,mainstream
201358,young families,mainstream
201359,older families,budget
201360,young families,mainstream
201361,midage singles / couples,mainstream
201362,retirees,budget
201363,older families,mainstream
201364,new families,premium
201365,older singles / couples,budget
201366,young singles / couples,premium
201367,retirees,mainstream
201368,midage singles / couples,premium
201369,new families,budget
201370,young singles / couples,premium
201371,older families,premium
201372,midage singles / couples,premium
201373,young families,mainstream
201374,older families,budget
201375,older singles / couples,budget
201376,retirees,mainstream
201377,young singles / couples,mainstream
201378,young families,mainstream
202001,young families,premium
202002,midage singles / couples,mainstream
202003,older singles / couples,mainstream
202004,older singles / couples,budget
202005,young singles / couples,mainstream
202006,midage singles / couples,mainstream
202007,older singles / couples,premium
202008,young singles / couples,budget
202009,young singles / couples,premium
202011,young singles / couples,mainstream
202012,older singles / couples,premium
202013,midage singles / couples,premium
202014,older singles / couples,budget
202015,retirees,premium
202016,young singles / couples,premium
202017,midage singles / couples,premium
202018,retirees,budget
202019,young families,mainstream
202020,young families,premium
202021,retirees,premium
202022,older singles / couples,budget
202023,young singles / couples,budget
202024,young families,budget
202026,young families,budget
202027,young singles / couples,mainstream
202028,older singles / couples,premium
202029,older singles / couples,premium
202030,young singles / couples,mainstream
202031,young singles / couples,premium
202032,older families,budget
202033,midage singles / couples,premium
202035,older singles / couples,mainstream
202036,retirees,mainstream
202037,older families,mainstream
202038,retirees,mainstream
202039,older singles / couples,premium
202040,older singles / couples,budget
202043,midage singles / couples,mainstream
202044,young singles / couples,budget
202045,older singles / couples,mainstream
202046,young singles / couples,mainstream
202047,young singles / couples,mainstream
202048,older families,mainstream
202049,young singles / couples,budget
202051,young singles / couples,mainstream
202052,young singles / couples,mainstream
202054,retirees,premium
202055,young families,premium
202056,young families,budget
202057,young families,premium
202058,older singles / couples,mainstream
202059,young singles / couples,budget
202060,young singles / couples,mainstream
202062,older singles / couples,budget
202063,young singles / couples,mainstream
202064,young families,budget
202065,older singles / couples,budget
202066,retirees,budget
202068,young singles / couples,budget
202069,older singles / couples,mainstream
202070,older families,budget
202071,older families,mainstream
202073,older singles / couples,mainstream
202074,midage singles / couples,budget
202075,young singles / couples,mainstream
202077,young singles / couples,mainstream
202078,older singles / couples,premium
202079,young singles / couples,budget
202080,older singles / couples,mainstream
202081,young singles / couples,mainstream
202082,young families,budget
202083,young families,premium
202085,midage singles / couples,premium
202086,young singles / couples,mainstream
202087,young singles / couples,mainstream
202088,older singles / couples,budget
202089,young singles / couples,mainstream
202090,retirees,budget
202091,young singles / couples,budget
202092,retirees,premium
202093,older families,budget
202094,young singles / couples,budget
202095,older singles / couples,premium
202096,older families,mainstream
202097,young singles / couples,budget
202099,young families,mainstream
202100,retirees,mainstream
202101,midage singles / couples,mainstream
202102,older families,budget
202103,older families,premium
202104,young singles / couples,mainstream
202106,young singles / couples,mainstream
202107,older families,budget
202108,midage singles / couples,premium
202109,older singles / couples,budget
202110,young singles / couples,mainstream
202111,retirees,mainstream
202112,retirees,mainstream
202113,young singles / couples,mainstream
202114,older singles / couples,budget
202115,older families,budget
202116,midage singles / couples,premium
202117,older singles / couples,mainstream
202118,young singles / couples,budget
202119,retirees,mainstream
202120,young singles / couples,mainstream
202121,retirees,mainstream
202122,older singles / couples,mainstream
202123,young singles / couples,mainstream
202124,young singles / couples,mainstream
202125,older singles / couples,premium
202126,young families,mainstream
202127,older families,mainstream
202128,young families,premium
202129,retirees,mainstream
202131,retirees,premium
202132,older singles / couples,budget
202133,retirees,premium
202134,retirees,mainstream
202136,young singles / couples,budget
202137,young singles / couples,premium
202138,older singles / couples,premium
202139,older families,budget
202140,older singles / couples,mainstream
202141,young families,premium
202142,young singles / couples,mainstream
202144,retirees,budget
202145,older singles / couples,premium
202146,retirees,mainstream
202147,young families,mainstream
202148,young singles / couples,budget
202150,retirees,budget
202151,older singles / couples,mainstream
202152,older singles / couples,premium
202153,retirees,premium
202154,older singles / couples,premium
202155,retirees,mainstream
202156,retirees,mainstream
202157,older singles / couples,premium
202158,midage singles / couples,mainstream
202162,older singles / couples,mainstream
202163,retirees,mainstream
202164,midage singles / couples,budget
202165,young singles / couples,budget
202166,young singles / couples,budget
202167,young singles / couples,mainstream
202168,young singles / couples,premium
202169,older singles / couples,budget
202170,new families,budget
202172,retirees,mainstream
202173,older singles / couples,budget
202174,young singles / couples,mainstream
202176,midage singles / couples,mainstream
202177,older singles / couples,budget
202178,retirees,budget
202179,young singles / couples,mainstream
202180,young singles / couples,mainstream
202181,midage singles / couples,budget
202182,retirees,mainstream
202184,young singles / couples,mainstream
202185,older singles / couples,premium
202186,older singles / couples,budget
202187,young singles / couples,mainstream
202188,new families,budget
202189,midage singles / couples,mainstream
202190,retirees,premium
202191,midage singles / couples,mainstream
202192,retirees,budget
202194,retirees,mainstream
202195,young families,mainstream
202196,young singles / couples,mainstream
202197,retirees,mainstream
202199,older families,budget
202201,new families,budget
202203,midage singles / couples,mainstream
202204,retirees,mainstream
202205,older singles / couples,mainstream
202206,older families,premium
202207,young families,premium
202208,older singles / couples,mainstream
202210,midage singles / couples,mainstream
202211,older families,mainstream
202212,older singles / couples,mainstream
202213,midage singles / couples,mainstream
202214,older singles / couples,premium
202215,older singles / couples,mainstream
202216,young singles / couples,mainstream
202217,older singles / couples,mainstream
202222,retirees,mainstream
202223,young families,budget
202224,older singles / couples,budget
202225,midage singles / couples,budget
202226,midage singles / couples,mainstream
202227,older families,mainstream
202228,young singles / couples,mainstream
202230,new families,budget
202232,older families,mainstream
202234,midage singles / couples,mainstream
202236,older families,budget
202237,midage singles / couples,mainstream
202238,midage singles / couples,mainstream
202239,young singles / couples,premium
202241,older singles / couples,premium
202242,retirees,mainstream
202244,older singles / couples,budget
202245,young singles / couples,premium
202246,young singles / couples,mainstream
202247,retirees,premium
202250,retirees,mainstream
202251,retirees,budget
202253,retirees,mainstream
202254,retirees,premium
202257,retirees,budget
202258,young singles / couples,premium
202259,older families,premium
202260,retirees,budget
202261,young singles / couples,mainstream
202262,young singles / couples,mainstream
202263,young singles / couples,mainstream
202266,older families,premium
202267,midage singles / couples,mainstream
202268,young singles / couples,mainstream
202269,young singles / couples,budget
202272,retirees,budget
202274,young families,mainstream
202276,new families,budget
202277,older singles / couples,premium
202278,young singles / couples,mainstream
202279,older families,mainstream
202280,retirees,budget
202282,retirees,premium
202283,older singles / couples,premium
202284,young singles / couples,mainstream
202285,older singles / couples,premium
202286,young singles / couples,mainstream
202287,older singles / couples,premium
202289,midage singles / couples,premium
202291,older singles / couples,budget
202292,retirees,premium
202293,older singles / couples,premium
202294,retirees,mainstream
202295,young singles / couples,mainstream
202296,young singles / couples,mainstream
202297,retirees,mainstream
202299,young families,premium
202300,new families,mainstream
202302,retirees,premium
202303,young families,mainstream
202304,young families,premium
202305,retirees,premium
202306,young singles / couples,budget
202307,older families,mainstream
202308,older singles / couples,premium
202309,older singles / couples,premium
202310,older singles / couples,mainstream
202311,young singles / couples,mainstream
202312,young singles / couples,mainstream
202316,older families,mainstream
202317,retirees,budget
202319,young families,budget
202320,new families,premium
202321,retirees,premium
202323,young singles / couples,budget
202325,young singles / couples,budget
202326,older singles / couples,mainstream
202327,retirees,budget
202328,young singles / couples,budget
202329,young families,budget
202330,older families,budget
202331,midage singles / couples,budget
202332,older singles / couples,budget
202333,older singles / couples,mainstream
202334,young families,premium
202336,older families,premium
202337,older families,budget
202338,young singles / couples,premium
202339,retirees,mainstream
202340,retirees,mainstream
202341,young families,mainstream
202342,retirees,budget
202343,young singles / couples,budget
202345,older singles / couples,mainstream
202346,older singles / couples,budget
202348,retirees,budget
202349,older singles / couples,mainstream
202350,older families,premium
202351,older singles / couples,budget
202352,retirees,budget
202353,older families,budget
202355,midage singles / couples,premium
202356,young singles / couples,budget
202357,older singles / couples,premium
202359,new families,mainstream
202360,retirees,premium
202361,older singles / couples,budget
202362,young singles / couples,mainstream
202363,older singles / couples,premium
202364,older singles / couples,mainstream
202365,retirees,mainstream
202366,young singles / couples,budget
202367,young singles / couples,mainstream
202368,older singles / couples,budget
202369,young families,premium
202370,young singles / couples,premium
202371,older singles / couples,budget
202373,young singles / couples,mainstream
202374,young families,mainstream
202375,older singles / couples,mainstream
202377,young singles / couples,mainstream
202378,older singles / couples,premium
202379,young singles / couples,mainstream
202382,retirees,premium
202383,young singles / couples,mainstream
202385,older families,premium
202386,young families,mainstream
203000,young singles / couples,mainstream
203001,older singles / couples,premium
203002,older singles / couples,budget
203003,midage singles / couples,budget
203004,young singles / couples,mainstream
203005,retirees,budget
203006,older singles / couples,mainstream
203007,older singles / couples,budget
203008,young singles / couples,mainstream
203009,older singles / couples,premium
203010,older singles / couples,mainstream
203011,retirees,budget
203012,older singles / couples,mainstream
203013,midage singles / couples,budget
203014,older singles / couples,premium
203015,midage singles / couples,mainstream
203016,older singles / couples,premium
203017,older singles / couples,premium
203018,retirees,mainstream
203019,young families,premium
203020,older singles / couples,mainstream
203021,retirees,premium
203022,older singles / couples,premium
203023,retirees,budget
203024,retirees,mainstream
203025,midage singles / couples,mainstream
203026,midage singles / couples,mainstream
203027,midage singles / couples,mainstream
203028,young singles / couples,mainstream
203029,young families,budget
203030,older families,budget
203031,young families,budget
203032,older families,budget
203033,older singles / couples,premium
203034,older singles / couples,premium
203035,older families,budget
203036,older singles / couples,premium
203037,retirees,premium
203038,retirees,budget
203039,young families,budget
203040,retirees,mainstream
203041,young singles / couples,mainstream
203042,retirees,premium
203043,retirees,mainstream
203044,young singles / couples,mainstream
203045,older families,premium
203046,young singles / couples,mainstream
203047,retirees,budget
203048,older singles / couples,budget
203049,retirees,budget
203050,young singles / couples,mainstream
203051,young singles / couples,mainstream
203052,retirees,mainstream
203053,new families,mainstream
203054,older families,mainstream
203055,new families,premium
203056,young families,budget
203057,older singles / couples,mainstream
203058,retirees,premium
203059,young singles / couples,premium
203060,young singles / couples,premium
203061,older singles / couples,premium
203062,young families,mainstream
203063,retirees,mainstream
203064,older singles / couples,premium
203065,older singles / couples,budget
203066,retirees,mainstream
203067,older families,budget
203068,older families,mainstream
203069,young singles / couples,mainstream
203070,retirees,budget
203071,young families,premium
203072,retirees,mainstream
203073,midage singles / couples,budget
203074,older families,mainstream
203075,retirees,mainstream
203076,older singles / couples,mainstream
203077,young singles / couples,budget
203078,older singles / couples,premium
203079,young singles / couples,premium
203080,older families,budget
203081,midage singles / couples,budget
203082,young singles / couples,mainstream
203083,young families,premium
203084,midage singles / couples,mainstream
203085,retirees,budget
203086,midage singles / couples,premium
203087,older singles / couples,premium
203088,retirees,premium
203089,older families,mainstream
203090,retirees,mainstream
203091,young families,mainstream
203092,young singles / couples,mainstream
203093,retirees,mainstream
203094,retirees,budget
203095,retirees,mainstream
203096,retirees,budget
203097,older families,budget
203098,older families,premium
203099,retirees,mainstream
203100,older families,budget
203101,older families,mainstream
203102,midage singles / couples,budget
203103,young singles / couples,mainstream
203104,young singles / couples,mainstream
203105,older singles / couples,budget
203106,midage singles / couples,premium
203107,retirees,budget
203108,older families,mainstream
203110,older singles / couples,premium
203111,young singles / couples,mainstream
203112,midage singles / couples,mainstream
203113,new families,premium
203114,retirees,premium
203115,retirees,budget
203116,young singles / couples,budget
203117,retirees,mainstream
203118,young singles / couples,budget
203119,young singles / couples,premium
203120,older families,budget
203121,retirees,mainstream
203122,midage singles / couples,mainstream
203123,older singles / couples,mainstream
203124,young singles / couples,mainstream
203125,young singles / couples,mainstream
203126,young families,budget
203127,retirees,mainstream
203128,midage singles / couples,mainstream
203129,young families,budget
203130,older singles / couples,premium
203131,older singles / couples,premium
203132,young families,premium
203133,older singles / couples,budget
203134,retirees,budget
203135,midage singles / couples,mainstream
203136,retirees,mainstream
203137,retirees,budget
203138,older singles / couples,mainstream
203139,older singles / couples,premium
203140,young singles / couples,mainstream
203141,retirees,premium
203142,older singles / couples,premium
203143,young families,budget
203144,older singles / couples,mainstream
203145,older families,budget
203146,older singles / couples,mainstream
203147,young singles / couples,mainstream
203148,retirees,mainstream
203149,older families,premium
203150,older singles / couples,budget
203151,young singles / couples,mainstream
203152,older families,mainstream
203153,retirees,premium
203154,retirees,premium
203155,young families,mainstream
203156,older singles / couples,budget
203157,retirees,mainstream
203158,older families,budget
203159,midage singles / couples,budget
203160,midage singles / couples,premium
203161,young singles / couples,mainstream
203162,older singles / couples,premium
203163,older singles / couples,premium
203164,retirees,budget
203165,young singles / couples,mainstream
203166,older singles / couples,premium
203167,older singles / couples,premium
203168,midage singles / couples,budget
203169,midage singles / couples,mainstream
203170,young families,budget
203171,retirees,premium
203172,retirees,budget
203173,midage singles / couples,mainstream
203174,retirees,mainstream
203175,older singles / couples,budget
203176,young singles / couples,mainstream
203177,young singles / couples,mainstream
203178,older singles / couples,budget
203179,young singles / couples,mainstream
203180,young singles / couples,mainstream
203181,young singles / couples,premium
203182,retirees,mainstream
203183,retirees,mainstream
203184,older families,budget
203185,retirees,budget
203186,retirees,mainstream
203187,older singles / couples,budget
203188,retirees,premium
203189,retirees,mainstream
203190,older singles / couples,budget
